文字	面区点	水準	Unicode	UTF16
擐	1-85-03	第3水準	U+64D0	0x64D0
擕	2-13-52	第4水準	U+64D5	0x64D5
擗	2-13-53	第4水準	U+64D7	0x64D7
擤	2-13-55	第4水準	U+64E4	0x64E4
擥	2-13-56	第4水準	U+64E5	0x64E5
擷	1-85-04	第3水準	U+64F7	0x64F7
擻	1-85-05	第3水準	U+64FB	0x64FB
擿	2-13-57	第4水準	U+64FF	0x64FF
攄	2-13-58	第4水準	U+6504	0x6504
攏	2-13-60	第4水準	U+650F	0x650F
攔	2-13-61	第4水準	U+6514	0x6514
攖	2-13-62	第4水準	U+6516	0x6516
攞	2-13-64	第4水準	U+651E	0x651E
攢	1-85-06	第3水準	U+6522	0x6522
攩	1-85-07	第3水準	U+6529	0x6529
攲	2-13-65	第4水準	U+6532	0x6532
敄	2-13-66	第4水準	U+6544	0x6544
敏	1-85-08	第3水準	U+FA41	0xFA41
敔	2-13-67	第4水準	U+6554	0x6554
敧	1-85-09	第3水準	U+6567	0x6567
敫	2-13-68	第4水準	U+656B	0x656B
敺	2-13-69	第4水準	U+657A	0x657A
斁	2-13-70	第4水準	U+6581	0x6581
斄	2-13-71	第4水準	U+6584	0x6584
斅	2-13-72	第4水準	U+6585	0x6585
斊	2-13-73	第4水準	U+658A	0x658A
斝	1-85-10	第3水準	U+659D	0x659D
斲	2-13-74	第4水準	U+65B2	0x65B2
斵	2-13-75	第4水準	U+65B5	0x65B5
斸	2-13-76	第4水準	U+65B8	0x65B8
斿	2-13-77	第4水準	U+65BF	0x65BF
旂	2-13-78	第4水準	U+65C2	0x65C2
旉	2-13-79	第4水準	U+65C9	0x65C9
旔	2-13-80	第4水準	U+65D4	0x65D4
既	1-85-11	第3水準	U+FA42	0xFA42
旲	2-13-82	第4水準	U+65F2	0x65F2
旹	2-13-83	第4水準	U+65F9	0x65F9
旼	2-13-84	第4水準	U+65FC	0x65FC
昄	2-13-85	第4水準	U+6604	0x6604
昈	2-13-86	第4水準	U+6608	0x6608
昡	2-13-87	第4水準	U+6621	0x6621
昢	1-85-17	第3水準	U+6622	0x6622
昪	2-13-88	第4水準	U+662A	0x662A
昫	1-85-19	第3水準	U+662B	0x662B
昰	1-85-20	第3水準	U+6630	0x6630
昳	1-85-22	第3水準	U+6633	0x6633
昺	1-85-16	第3水準	U+663A	0x663A
晅	2-13-89	第4水準	U+6645	0x6645
晈	1-85-24	第3水準	U+6648	0x6648
晌	1-85-25	第3水準	U+664C	0x664C
晎	2-13-91	第4水準	U+664E	0x664E
晑	2-13-90	第4水準	U+6651	0x6651
晚	1-85-28	第3水準	U+665A	0x665A
晛	2-14-01	第4水準	U+665B	0x665B
晡	1-85-29	第3水準	U+6661	0x6661
晣	2-14-02	第4水準	U+6663	0x6663
晪	2-14-05	第4水準	U+666A	0x666A
晫	2-14-06	第4水準	U+666B	0x666B
晬	2-14-07	第4水準	U+666C	0x666C
晭	2-14-08	第4水準	U+666D	0x666D
晷	1-85-32	第3水準	U+6677	0x6677
晸	1-85-33	第3水準	U+6678	0x6678
晻	2-14-09	第4水準	U+667B	0x667B
暀	2-14-10	第4水準	U+6680	0x6680
暍	1-85-34	第3水準	U+668D	0x668D
暐	2-14-11	第4水準	U+6690	0x6690
暑	1-85-35	第3水準	U+FA43	0xFA43
暒	2-14-12	第4水準	U+6692	0x6692
暭	2-14-15	第4水準	U+66AD	0x66AD
暱	2-14-16	第4水準	U+66B1	0x66B1
暵	2-14-17	第4水準	U+66B5	0x66B5
暻	1-85-38	第3水準	U+66BB	0x66BB
曆	1-85-39	第3水準	U+66C6	0x66C6
曈	1-85-40	第3水準	U+66C8	0x66C8
曛	1-85-42	第3水準	U+66DB	0x66DB
曨	1-85-43	第3水準	U+66E8	0x66E8
曬	2-14-21	第4水準	U+66EC	0x66EC
朁	2-14-23	第4水準	U+6701	0x6701
朅	2-14-24	第4水準	U+6705	0x6705
朒	2-14-25	第4水準	U+6712	0x6712
朓	1-85-45	第3水準	U+6713	0x6713
朙	2-14-27	第4水準	U+6719	0x6719
朳	1-85-47	第3水準	U+6733	0x6733
杇	1-85-49	第3水準	U+6747	0x6747
杈	1-85-50	第3水準	U+6748	0x6748
杌	2-14-30	第4水準	U+674C	0x674C
杍	2-14-31	第4水準	U+674D	0x674D
杔	2-14-32	第4水準	U+6754	0x6754
杝	2-14-33	第4水準	U+675D	0x675D
杴	2-14-37	第4水準	U+6774	0x6774
杶	2-14-38	第4水準	U+6776	0x6776
杻	1-85-51	第3水準	U+677B	0x677B
极	1-85-52	第3水準	U+6781	0x6781
枒	2-14-40	第4水準	U+6792	0x6792
枓	1-85-53	第3水準	U+6793	0x6793
枘	1-85-54	第3水準	U+6798	0x6798
枛	1-85-55	第3水準	U+679B	0x679B
枰	2-14-44	第4水準	U+67B0	0x67B0
枲	2-14-45	第4水準	U+67B2	0x67B2
柃	2-14-46	第4水準	U+67C3	0x67C3
柈	2-14-47	第4水準	U+67C8	0x67C8
柒	2-14-48	第4水準	U+67D2	0x67D2
柗	1-85-59	第3水準	U+67D7	0x67D7
柙	2-14-49	第4水準	U+67D9	0x67D9
柛	2-14-50	第4水準	U+67DB	0x67DB
柰	2-14-51	第4水準	U+67F0	0x67F0
柷	2-14-52	第4水準	U+67F7	0x67F7
柹	1-85-57	第3水準	U+67F9	0x67F9
柼	1-85-60	第3水準	U+67FC	0x67FC
栐	2-14-43	第4水準	U+6810	0x6810
栘	2-14-56	第4水準	U+6818	0x6818
栝	1-85-63	第3水準	U+681D	0x681D
栟	2-14-57	第4水準	U+681F	0x681F
栬	1-85-64	第3水準	U+682C	0x682C
栭	2-14-58	第4水準	U+682D	0x682D
栱	1-85-65	第3水準	U+6831	0x6831
栳	2-14-60	第4水準	U+6833	0x6833
栻	2-14-61	第4水準	U+683B	0x683B
栾	2-14-62	第4水準	U+683E	0x683E
桅	2-14-64	第4水準	U+6845	0x6845
桉	2-14-65	第4水準	U+6849	0x6849
桌	2-14-66	第4水準	U+684C	0x684C
桕	2-14-67	第4水準	U+6855	0x6855
桗	2-14-68	第4水準	U+6857	0x6857
桛	1-85-66	第3水準	U+685B	0x685B
桫	2-14-70	第4水準	U+686B	0x686B
桮	2-14-71	第4水準	U+686E	0x686E
桲	1-85-67	第3水準	U+6872	0x6872
桵	1-85-68	第3水準	U+6875	0x6875
桺	2-14-72	第4水準	U+687A	0x687A
桼	2-14-73	第4水準	U+687C	0x687C
梂	2-14-74	第4水準	U+6882	0x6882
梅	1-85-69	第3水準	U+FA44	0xFA44
梐	2-14-75	第4水準	U+6890	0x6890
梖	2-14-76	第4水準	U+6896	0x6896
梘	2-14-78	第4水準	U+6898	0x6898
梙	2-14-79	第4水準	U+6899	0x6899
梚	2-14-80	第4水準	U+689A	0x689A
梜	2-14-81	第4水準	U+689C	0x689C
梣	1-85-70	第3水準	U+68A3	0x68A3
梥	1-85-71	第3水準	U+68A5	0x68A5
梪	2-14-82	第4水準	U+68AA	0x68AA
梫	2-14-83	第4水準	U+68AB	0x68AB
梲	1-85-72	第3水準	U+68B2	0x68B2
梴	2-14-84	第4水準	U+68B4	0x68B4
梻	2-14-85	第4水準	U+68BB	0x68BB
棃	2-14-90	第4水準	U+68C3	0x68C3
棅	2-14-91	第4水準	U+68C5	0x68C5
棌	2-14-92	第4水準	U+68CC	0x68CC
棐	1-85-74	第3水準	U+68D0	0x68D0
棖	2-14-94	第4水準	U+68D6	0x68D6
棙	2-15-01	第4水準	U+68D9	0x68D9
棤	2-15-02	第4水準	U+68E4	0x68E4
棥	2-15-03	第4水準	U+68E5	0x68E5
棨	1-85-75	第3水準	U+68E8	0x68E8
棬	2-15-04	第4水準	U+68EC	0x68EC
棭	1-85-76	第3水準	U+68ED	0x68ED
棰	1-85-77	第3水準	U+68F0	0x68F0
棱	1-85-78	第3水準	U+68F1	0x68F1
棷	2-15-05	第4水準	U+68F7	0x68F7
棻	2-14-86	第4水準	U+68FB	0x68FB
棼	1-85-79	第3水準	U+68FC	0x68FC
椃	2-15-06	第4水準	U+6903	0x6903
椇	2-15-07	第4水準	U+6907	0x6907
椊	1-85-80	第3水準	U+690A	0x690A
椵	1-85-83	第3水準	U+6935	0x6935
椻	2-15-11	第4水準	U+693B	0x693B
楂	1-85-84	第3水準	U+6942	0x6942
楆	2-15-13	第4水準	U+6946	0x6946
楉	1-85-81	第3水準	U+6949	0x6949
楗	1-85-85	第3水準	U+6957	0x6957
楣	1-85-86	第3水準	U+6963	0x6963
楤	1-85-87	第3水準	U+6964	0x6964
楩	2-15-14	第4水準	U+6969	0x6969
楬	2-15-15	第4水準	U+696C	0x696C
楲	2-15-16	第4水準	U+6972	0x6972
楺	2-15-17	第4水準	U+697A	0x697A
楿	2-15-18	第4水準	U+697F	0x697F
榀	1-85-89	第3水準	U+6980	0x6980
榒	2-15-19	第4水準	U+6992	0x6992
榖	2-15-21	第4水準	U+6996	0x6996
榥	1-85-91	第3水準	U+69A5	0x69A5
榦	2-15-23	第4水準	U+69A6	0x69A6
榭	1-85-92	第3水準	U+69AD	0x69AD
榰	2-15-24	第4水準	U+69B0	0x69B0
榷	2-15-25	第4水準	U+69B7	0x69B7
榺	2-15-26	第4水準	U+69BA	0x69BA
榼	2-15-27	第4水準	U+69BC	0x69BC
槀	2-15-28	第4水準	U+69C0	0x69C0
槏	1-85-93	第3水準	U+69CF	0x69CF
槑	2-15-29	第4水準	U+69D1	0x69D1
槖	2-15-30	第4水準	U+69D6	0x69D6
槣	2-15-36	第4水準	U+69E3	0x69E3
槩	1-86-03	第3水準	U+69E9	0x69E9
槪	1-86-04	第3水準	U+69EA	0x69EA
槮	2-15-37	第4水準	U+69EE	0x69EE
槯	2-15-38	第4水準	U+69EF	0x69EF
槳	2-15-39	第4水準	U+69F3	0x69F3
槴	2-15-41	第4水準	U+69F4	0x69F4
槵	1-86-05	第3水準	U+69F5	0x69F5
槶	1-86-06	第3水準	U+69F6	0x69F6
槾	2-15-42	第4水準	U+69FE	0x69FE
樏	1-86-07	第3水準	U+6A0F	0x6A0F
樑	2-15-43	第4水準	U+6A11	0x6A11
樕	1-86-08	第3水準	U+6A15	0x6A15
樚	2-15-44	第4水準	U+6A1A	0x6A1A
樝	2-15-45	第4水準	U+6A1D	0x6A1D
樲	2-15-47	第4水準	U+6A32	0x6A32
樳	2-15-48	第4水準	U+6A33	0x6A33
樴	2-15-49	第4水準	U+6A34	0x6A34
樻	1-86-10	第3水準	U+6A3B	0x6A3B
樾	1-86-11	第3水準	U+6A3E	0x6A3E
樿	2-15-50	第4水準	U+6A3F	0x6A3F
橅	1-86-12	第3水準	U+6A45	0x6A45
橉	2-15-52	第4水準	U+6A49	0x6A49
橎	2-15-54	第4水準	U+6A4E	0x6A4E
橐	1-86-13	第3水準	U+6A50	0x6A50
橒	2-15-55	第4水準	U+6A52	0x6A52
橖	1-86-14	第3水準	U+6A56	0x6A56
橛	1-86-15	第3水準	U+6A5B	0x6A5B
橤	2-15-56	第4水準	U+6A64	0x6A64
橺	2-15-53	第4水準	U+6A7A	0x6A7A
檃	2-15-59	第4水準	U+6A83	0x6A83
檉	1-86-19	第3水準	U+6A89	0x6A89
檋	2-15-60	第4水準	U+6A8B	0x6A8B
檑	2-15-62	第4水準	U+6A91	0x6A91
檔	1-86-20	第3水準	U+6A94	0x6A94
檝	1-86-21	第3水準	U+6A9D	0x6A9D
檞	1-86-22	第3水準	U+6A9E	0x6A9E
檟	2-15-63	第4水準	U+6A9F	0x6A9F
檡	2-15-64	第4水準	U+6AA1	0x6AA1
檥	1-86-23	第3水準	U+6AA5	0x6AA5
檫	2-15-66	第4水準	U+6AAB	0x6AAB
檽	2-15-67	第4水準	U+6ABD	0x6ABD
櫆	2-15-68	第4水準	U+6AC6	0x6AC6
櫐	2-15-70	第4水準	U+6AD0	0x6AD0
櫔	2-15-69	第4水準	U+6AD4	0x6AD4
櫜	2-15-71	第4水準	U+6ADC	0x6ADC
櫝	2-15-72	第4水準	U+6ADD	0x6ADD
櫧	1-86-25	第3水準	U+6AE7	0x6AE7
櫬	2-15-75	第4水準	U+6AEC	0x6AEC
櫱	2-15-76	第4水準	U+6AF1	0x6AF1
櫲	2-15-77	第4水準	U+6AF2	0x6AF2
櫳	2-15-78	第4水準	U+6AF3	0x6AF3
櫽	2-15-79	第4水準	U+6AFD	0x6AFD
欋	2-15-81	第4水準	U+6B0B	0x6B0B
欏	2-15-82	第4水準	U+6B0F	0x6B0F
欐	2-15-83	第4水準	U+6B10	0x6B10
欑	2-15-84	第4水準	U+6B11	0x6B11
欗	2-15-86	第4水準	U+6B17	0x6B17
欛	1-86-28	第3水準	U+6B1B	0x6B1B
欞	1-86-29	第3水準	U+6B1E	0x6B1E
欬	1-86-30	第3水準	U+6B2C	0x6B2C
欯	2-15-88	第4水準	U+6B2F	0x6B2F
欵	1-86-31	第3水準	U+6B35	0x6B35
歆	1-86-32	第3水準	U+6B46	0x6B46
歊	2-15-89	第4水準	U+6B4A	0x6B4A
歖	1-86-33	第3水準	U+6B56	0x6B56
歘	2-15-90	第4水準	U+6B58	0x6B58
歠	1-86-34	第3水準	U+6B60	0x6B60
步	1-86-35	第3水準	U+6B65	0x6B65
歧	1-86-36	第3水準	U+6B67	0x6B67
歬	2-15-91	第4水準	U+6B6C	0x6B6C
歵	2-15-92	第4水準	U+6B75	0x6B75
歷	1-86-37	第3水準	U+6B77	0x6B77
歺	2-15-93	第4水準	U+6B7A	0x6B7A
殁	2-15-94	第4水準	U+6B81	0x6B81
殂	1-86-38	第3水準	U+6B82	0x6B82
殛	2-78-01	第4水準	U+6B9B	0x6B9B
殩	1-86-39	第3水準	U+6BA9	0x6BA9
殭	1-86-40	第3水準	U+6BAD	0x6BAD
殮	2-78-02	第4水準	U+6BAE	0x6BAE
殽	2-78-04	第4水準	U+6BBD	0x6BBD
殾	2-78-05	第4水準	U+6BBE	0x6BBE
毇	2-78-06	第4水準	U+6BC7	0x6BC7
毈	2-78-07	第4水準	U+6BC8	0x6BC8
毉	2-78-08	第4水準	U+6BC9	0x6BC9
每	1-86-42	第3水準	U+6BCF	0x6BCF
毗	1-86-44	第3水準	U+6BD7	0x6BD7
毚	2-78-09	第4水準	U+6BDA	0x6BDA
毦	2-78-10	第4水準	U+6BE6	0x6BE6
毧	2-78-11	第4水準	U+6BE7	0x6BE7
毮	2-78-12	第4水準	U+6BEE	0x6BEE
毱	2-78-13	第4水準	U+6BF1	0x6BF1
毿	1-86-45	第3水準	U+6BFF	0x6BFF
氂	2-78-14	第4水準	U+6C02	0x6C02
氅	1-86-46	第3水準	U+6C05	0x6C05
氊	2-78-15	第4水準	U+6C0A	0x6C0A
氎	2-78-16	第4水準	U+6C0E	0x6C0E
氐	1-86-47	第3水準	U+6C10	0x6C10
氳	1-86-48	第3水準	U+6C33	0x6C33
氵	2-78-17	第4水準	U+6C35	0x6C35
氶	2-78-18	第4水準	U+6C36	0x6C36
氺	2-78-19	第4水準	U+6C3A	0x6C3A
汍	2-78-22	第4水準	U+6C4D	0x6C4D
汙	1-86-49	第3水準	U+6C59	0x6C59
汛	2-78-23	第4水準	U+6C5B	0x6C5B
汧	2-78-47	第4水準	U+6C67	0x6C67
汭	2-78-24	第4水準	U+6C6D	0x6C6D
汴	1-86-52	第3水準	U+6C74	0x6C74
汶	1-86-53	第3水準	U+6C76	0x6C76
沄	2-78-25	第4水準	U+6C84	0x6C84
沅	1-86-54	第3水準	U+6C85	0x6C85
沉	2-78-26	第4水準	U+6C89	0x6C89
沔	2-78-28	第4水準	U+6C94	0x6C94
沕	2-78-29	第4水準	U+6C95	0x6C95
沗	2-78-30	第4水準	U+6C97	0x6C97
沘	1-86-56	第3水準	U+6C98	0x6C98
沜	1-86-57	第3水準	U+6C9C	0x6C9C
沪	1-86-51	第3水準	U+6CAA	0x6CAA
沭	2-78-31	第4水準	U+6CAD	0x6CAD
泂	2-78-32	第4水準	U+6CC2	0x6CC2
泆	1-86-59	第3水準	U+6CC6	0x6CC6
泐	2-78-33	第4水準	U+6CD0	0x6CD0
泔	1-86-60	第3水準	U+6CD4	0x6CD4
泖	2-78-35	第4水準	U+6CD6	0x6CD6
泜	2-78-37	第4水準	U+6CDC	0x6CDC
泠	1-86-61	第3水準	U+6CE0	0x6CE0
泩	2-78-38	第4水準	U+6CE9	0x6CE9
泫	1-86-62	第3水準	U+6CEB	0x6CEB
泬	2-78-39	第4水準	U+6CEC	0x6CEC
泭	2-78-40	第4水準	U+6CED	0x6CED
泮	1-86-63	第3水準	U+6CEE	0x6CEE
泻	1-86-58	第3水準	U+6CFB	0x6CFB
洀	2-78-42	第4水準	U+6D00	0x6D00
洊	2-78-43	第4水準	U+6D0A	0x6D0A
洎	1-86-66	第3水準	U+6D0E	0x6D0E
洤	2-78-44	第4水準	U+6D24	0x6D24
洦	2-78-45	第4水準	U+6D26	0x6D26
洧	2-78-46	第4水準	U+6D27	0x6D27
洮	1-86-67	第3水準	U+6D2E	0x6D2E
洯	2-78-48	第4水準	U+6D2F	0x6D2F
洱	1-86-68	第3水準	U+6D31	0x6D31
洴	2-78-69	第4水準	U+6D34	0x6D34
洹	1-86-69	第3水準	U+6D39	0x6D39
洼	2-78-49	第4水準	U+6D3C	0x6D3C
洿	1-86-70	第3水準	U+6D3F	0x6D3F
浘	1-86-71	第3水準	U+6D58	0x6D58
浛	2-78-50	第4水準	U+6D5B	0x6D5B
浞	2-78-51	第4水準	U+6D5E	0x6D5E
浠	2-78-52	第4水準	U+6D60	0x6D60
浥	1-86-72	第3水準	U+6D65	0x6D65
浰	2-78-53	第4水準	U+6D70	0x6D70
海	1-86-73	第3水準	U+FA45	0xFA45
涀	2-78-54	第4水準	U+6D80	0x6D80
涁	2-78-55	第4水準	U+6D81	0x6D81
涂	1-86-74	第3水準	U+6D82	0x6D82
涉	1-86-76	第3水準	U+6D89	0x6D89
涊	2-78-56	第4水準	U+6D8A	0x6D8A
涍	2-78-57	第4水準	U+6D8D	0x6D8D
涑	2-78-58	第4水準	U+6D91	0x6D91
涔	1-86-77	第3水準	U+6D94	0x6D94
涘	2-78-59	第4水準	U+6D98	0x6D98
涪	1-86-78	第3水準	U+6DAA	0x6DAA
涫	2-78-65	第4水準	U+6DAB	0x6DAB
涮	2-78-66	第4水準	U+6DAE	0x6DAE
涴	2-78-67	第4水準	U+6DB4	0x6DB4
涿	1-86-80	第3水準	U+6DBF	0x6DBF
淂	2-78-68	第4水準	U+6DC2	0x6DC2
淄	1-86-81	第3水準	U+6DC4	0x6DC4
淈	2-78-70	第4水準	U+6DC8	0x6DC8
淎	2-78-71	第4水準	U+6DCE	0x6DCE
淐	2-78-73	第4水準	U+6DD0	0x6DD0
淖	1-86-82	第3水準	U+6DD6	0x6DD6
淚	1-86-83	第3水準	U+6DDA	0x6DDA
淛	1-86-84	第3水準	U+6DDB	0x6DDB
淝	1-86-85	第3水準	U+6DDD	0x6DDD
淟	2-78-74	第4水準	U+6DDF	0x6DDF
淩	2-78-75	第4水準	U+6DE9	0x6DE9
淶	2-78-76	第4水準	U+6DF6	0x6DF6
渗	2-78-61	第4水準	U+6E17	0x6E17
渚	1-86-87	第3水準	U+FA46	0xFA46
渞	2-78-78	第4水準	U+6E1E	0x6E1E
渢	2-78-79	第4水準	U+6E22	0x6E22
渲	2-78-82	第4水準	U+6E32	0x6E32
渴	1-86-88	第3水準	U+6E34	0x6E34
渶	2-78-77	第4水準	U+6E36	0x6E36
湄	1-86-89	第3水準	U+6E44	0x6E44
湈	2-78-84	第4水準	U+6E48	0x6E48
湉	2-78-85	第4水準	U+6E49	0x6E49
湋	2-78-86	第4水準	U+6E4B	0x6E4B
湌	2-78-87	第4水準	U+6E4C	0x6E4C
湏	2-78-88	第4水準	U+6E4F	0x6E4F
湑	2-78-89	第4水準	U+6E51	0x6E51
湓	2-78-90	第4水準	U+6E53	0x6E53
湔	2-78-91	第4水準	U+6E54	0x6E54
湗	2-78-92	第4水準	U+6E57	0x6E57
湞	1-86-91	第3水準	U+6E5E	0x6E5E
湣	2-78-93	第4水準	U+6E63	0x6E63
溓	2-79-01	第4水準	U+6E93	0x6E93
溧	2-79-02	第4水準	U+6EA7	0x6EA7
溫	1-86-92	第3水準	U+6EAB	0x6EAB
溱	1-86-93	第3水準	U+6EB1	0x6EB1
溴	2-79-03	第4水準	U+6EB4	0x6EB4
滁	1-86-94	第3水準	U+6EC1	0x6EC1
滃	2-79-05	第4水準	U+6EC3	0x6EC3
滇	1-87-01	第3水準	U+6EC7	0x6EC7
滊	2-79-06	第4水準	U+6ECA	0x6ECA
滎	1-87-02	第3水準	U+6ECE	0x6ECE
滙	2-79-07	第4水準	U+6ED9	0x6ED9
滫	2-79-09	第4水準	U+6EEB	0x6EEB
滹	2-79-10	第4水準	U+6EF9	0x6EF9
滻	2-79-11	第4水準	U+6EFB	0x6EFB
漊	2-79-12	第4水準	U+6F0A	0x6F0A
漌	2-79-13	第4水準	U+6F0C	0x6F0C
漐	1-87-03	第3水準	U+6F10	0x6F10
漘	2-79-14	第4水準	U+6F18	0x6F18
漚	1-87-04	第3水準	U+6F1A	0x6F1A
漢	1-87-05	第3水準	U+FA47	0xFA47
漥	2-79-15	第4水準	U+6F25	0x6F25
漪	1-87-06	第3水準	U+6F2A	0x6F2A
漯	1-87-07	第3水準	U+6F2F	0x6F2F
漳	1-87-08	第3水準	U+6F33	0x6F33
漵	2-79-08	第4水準	U+6F35	0x6F35
漶	2-79-16	第4水準	U+6F36	0x6F36
漼	2-79-17	第4水準	U+6F3C	0x6F3C
潑	1-87-09	第3水準	U+6F51	0x6F51
潒	2-79-19	第4水準	U+6F52	0x6F52
潗	2-79-20	第4水準	U+6F57	0x6F57
潙	1-87-10	第3水準	U+6F59	0x6F59
潚	2-79-21	第4水準	U+6F5A	0x6F5A
潞	1-87-11	第3水準	U+6F5E	0x6F5E
潠	2-79-22	第4水準	U+6F60	0x6F60
潡	1-87-12	第3水準	U+6F61	0x6F61
潢	1-87-13	第3水準	U+6F62	0x6F62
潨	2-79-23	第4水準	U+6F68	0x6F68
潽	2-79-25	第4水準	U+6F7D	0x6F7D
潾	1-87-14	第3水準	U+6F7E	0x6F7E
澌	1-87-16	第3水準	U+6F8C	0x6F8C
澍	1-87-17	第3水準	U+6F8D	0x6F8D
澐	2-79-26	第4水準	U+6F90	0x6F90
澔	1-87-18	第3水準	U+6F94	0x6F94
澖	2-79-27	第4水準	U+6F96	0x6F96
澘	2-79-24	第4水準	U+6F98	0x6F98
澟	2-79-29	第4水準	U+6F9F	0x6F9F
澠	1-87-19	第3水準	U+6FA0	0x6FA0
澥	2-79-30	第4水準	U+6FA5	0x6FA5
澧	1-87-20	第3水準	U+6FA7	0x6FA7
澯	2-79-31	第4水準	U+6FAF	0x6FAF
澶	1-87-21	第3水準	U+6FB6	0x6FB6
澼	1-87-22	第3水準	U+6FBC	0x6FBC
澾	2-79-28	第4水準	U+6FBE	0x6FBE
濇	1-87-23	第3水準	U+6FC7	0x6FC7
濈	2-79-34	第4水準	U+6FC8	0x6FC8
濉	2-79-35	第4水準	U+6FC9	0x6FC9
濊	1-87-24	第3水準	U+6FCA	0x6FCA
濚	2-79-36	第4水準	U+6FDA	0x6FDA
濞	2-79-37	第4水準	U+6FDE	0x6FDE
濩	2-79-38	第4水準	U+6FE9	0x6FE9
濰	1-87-26	第3水準	U+6FF0	0x6FF0
濹	1-87-25	第3水準	U+6FF9	0x6FF9
濼	2-79-40	第4水準	U+6FFC	0x6FFC
瀀	2-79-41	第4水準	U+7000	0x7000
瀆	1-87-29	第3水準	U+7006	0x7006
瀊	2-79-43	第4水準	U+700A	0x700A
瀣	2-79-44	第4水準	U+7023	0x7023
瀹	2-79-46	第4水準	U+7039	0x7039
瀺	2-79-47	第4水準	U+703A	0x703A
瀼	2-79-48	第4水準	U+703C	0x703C
灃	2-79-49	第4水準	U+7043	0x7043
灇	2-79-50	第4水準	U+7047	0x7047
灊	1-87-31	第3水準	U+704A	0x704A
灋	2-79-51	第4水準	U+704B	0x704B
灎	1-87-34	第3水準	U+704E	0x704E
灔	2-79-53	第4水準	U+7054	0x7054
灝	1-87-32	第3水準	U+705D	0x705D
灞	1-87-33	第3水準	U+705E	0x705E
灤	1-87-35	第3水準	U+7064	0x7064
灥	2-79-54	第4水準	U+7065	0x7065
灩	2-79-55	第4水準	U+7069	0x7069
灬	2-79-56	第4水準	U+706C	0x706C
灮	2-79-57	第4水準	U+706E	0x706E
灵	1-87-36	第3水準	U+7075	0x7075
灶	2-79-58	第4水準	U+7076	0x7076
灾	2-79-59	第4水準	U+707E	0x707E
炁	2-79-60	第4水準	U+7081	0x7081
炆	2-79-61	第4水準	U+7086	0x7086
炕	2-79-62	第4水準	U+7095	0x7095
炗	2-79-63	第4水準	U+7097	0x7097
炟	2-79-66	第4水準	U+709F	0x709F
炤	1-87-38	第3水準	U+70A4	0x70A4
炱	2-79-67	第4水準	U+70B1	0x70B1
炷	1-87-40	第3水準	U+70B7	0x70B7
烊	2-79-70	第4水準	U+70CA	0x70CA
烑	2-79-71	第4水準	U+70D1	0x70D1
烓	2-79-72	第4水準	U+70D3	0x70D3
烔	1-87-41	第3水準	U+70D4	0x70D4
烘	1-87-42	第3水準	U+70D8	0x70D8
烜	2-79-73	第4水準	U+70DC	0x70DC
烤	1-87-43	第3水準	U+70E4	0x70E4
烬	2-79-69	第4水準	U+70EC	0x70EC
焃	2-79-74	第4水準	U+7103	0x7103
焆	2-79-76	第4水準	U+7106	0x7106
焇	2-79-77	第4水準	U+7107	0x7107
焈	2-79-78	第4水準	U+7108	0x7108
焌	2-79-79	第4水準	U+710C	0x710C
焞	1-87-46	第3水準	U+711E	0x711E
焠	1-87-47	第3水準	U+7120	0x7120
焫	1-87-45	第3水準	U+712B	0x712B
焮	1-87-48	第3水準	U+712E	0x712E
焯	2-79-81	第4水準	U+712F	0x712F
焰	1-87-49	第3水準	U+7130	0x7130
焱	2-79-82	第4水準	U+7131	0x7131
煊	2-79-84	第4水準	U+714A	0x714A
煐	2-79-83	第4水準	U+7150	0x7150
煑	1-87-52	第3水準	U+7151	0x7151
煒	1-87-54	第3水準	U+7152	0x7152
煓	2-79-85	第4水準	U+7153	0x7153
煞	2-79-86	第4水準	U+715E	0x715E
煠	1-87-56	第3水準	U+7160	0x7160
煨	1-87-57	第3水準	U+7168	0x7168
煮	1-87-53	第3水準	U+FA48	0xFA48
熀	2-79-89	第4水準	U+7180	0x7180
熅	1-87-59	第3水準	U+7185	0x7185
熇	1-87-60	第3水準	U+7187	0x7187
熒	1-87-61	第3水準	U+7192	0x7192
熖	2-79-88	第4水準	U+7196	0x7196
熛	2-79-90	第4水準	U+719B	0x719B
熠	2-79-91	第4水準	U+71A0	0x71A0
熢	2-79-92	第4水準	U+71A2	0x71A2
熮	2-79-93	第4水準	U+71AE	0x71AE
熯	2-79-94	第4水準	U+71AF	0x71AF
熳	2-80-01	第4水準	U+71B3	0x71B3
熺	1-87-63	第3水準	U+71BA	0x71BA
燄	1-87-64	第3水準	U+71C4	0x71C4
燋	2-80-03	第4水準	U+71CB	0x71CB
燓	2-80-04	第4水準	U+71D3	0x71D3
燙	2-80-05	第4水準	U+71D9	0x71D9
燜	2-80-06	第4水準	U+71DC	0x71DC
爀	1-87-66	第3水準	U+7200	0x7200
爇	2-80-07	第4水準	U+7207	0x7207
爕	1-87-67	第3水準	U+7215	0x7215
爫	2-80-09	第4水準	U+FA49	0xFA49
爫	2-80-10	第4水準	U+722B	0x722B
爴	2-80-11	第4水準	U+7234	0x7234
爸	2-80-12	第4水準	U+7238	0x7238
爹	2-80-13	第4水準	U+7239	0x7239
牂	2-80-15	第4水準	U+7242	0x7242
牓	2-80-16	第4水準	U+7253	0x7253
